station_id,lat,lon,elevation
745310-93065,38.967,-104.817,2003.2
745430-93978,37.702,-98.747,595.0
745431-03998,37.328,-95.504,263.9
745700-13840,39.833,-84.05,250.9
745940-13705,38.817,-76.867,86.0
745944-93784,39.281,-76.611,6.1
745946-93786,38.309,-75.123,1.8
745966-03726,39.008,-74.908,7.0
745980-13702,37.083,-76.36,3.1
745985-63806,36.631,-80.018,286.8
746120-93104,35.686,-117.691,680.0
746140-23112,36.25,-115.033,570.0
746141-23141,36.583,-115.683,954.9
746300-99999,33.817,-106.667,1506.0
746710-13806,36.667,-87.483,174.7
746716-93808,36.965,-86.424,159.3
746925-03741,35.57,-77.05,11.6
746929-03702,35.0,-77.982,41.8
746930-93737,35.133,-78.933,74.4
746935-03709,35.654,-79.895,205.1
746936-03712,35.379,-78.734,60.4
746940-03708,35.46,-77.965,40.8
746941-13786,36.261,-76.175,4.0
746950-99999,35.667,-75.9,3.0
747020-23110,36.333,-119.95,70.7
747040-03102,34.053,-117.577,281.6
747043-03165,34.083,-118.033,90.2
747185-99999,32.834,-115.579,-16.0
747186-99999,32.633,-116.467,807.0
747187-03104,33.632,-116.164,-36.0
747188-23158,33.619,-114.715,120.4
747240-23168,32.883,-112.717,269.0
747300-99999,30.167,-102.417,865.0
747320-99999,32.85,-106.1,1248.0
747335-03059,30.586,-100.649,652.3
747340-99999,32.633,-106.4,1204.0
747355-53997,31.917,-98.6,423.1
747400-13973,30.51,-99.766,521.5
747540-13934,31.317,-92.55,27.0
747550-99999,31.133,-92.567,67.0
747590-13833,31.27,-89.256,44.7
747685-99999,30.4,-89.067,9.0
747686-13820,30.417,-88.917,10.1
747688-53858,30.463,-88.532,2.8
747750-13846,30.067,-85.583,5.2
747760-03818,30.837,-85.184,32.8
747770-03852,30.417,-86.683,11.6
747804-99999,32.009,-81.146,13.0
747805-63818,32.483,-81.737,57.0
747806-63809,32.955,-84.264,242.6
747807-03821,33.017,-85.067,207.9
747808-63803,33.98,-83.963,323.4
747809-03832,33.983,-83.668,287.4
747810-99999,30.967,-83.2,71.0
747812-63813,34.013,-84.599,317.0
747820-53860,30.337,-81.513,11.9
747830-12849,26.079,-80.162,1.0
747880-12810,27.85,-82.517,4.3
747900-13849,33.967,-80.467,73.5
747910-13717,33.683,-78.933,7.6
747915-93718,33.816,-78.72,8.8
747917-00390,32.9,-79.783,4.3
747931-12876,28.061,-81.757,43.5
747940-12868,28.483,-80.567,3.1
747945-99999,28.617,-80.7,3.0
747946-12886,28.617,-80.683,3.1
747950-12867,28.233,-80.6,2.4
747960-12804,27.65,-81.333,20.0
749066-99999,32.267,-64.85,13.0
749105-99999,40.733,-73.6,38.0
760011-99999,32.533,-116.983,152.0
760013-99999,32.541,-116.97,149.0
760051-99999,32.633,-115.217,22.0
760053-99999,32.631,-115.242,22.6
760400-99999,32.4,-115.183,11.0
760751-99999,31.633,-106.433,1167.0
760753-99999,31.636,-106.429,1189.9
761220-99999,30.367,-107.95,1487.0
761600-99999,29.096,-111.048,191.1
762200-99999,28.95,-107.817,1932.0
762250-99999,28.633,-106.083,1433.0
762252-99999,28.7,-105.967,1354.0
762253-99999,28.703,-105.965,1360.0
762430-99999,28.627,-100.535,274.6
762530-99999,27.393,-109.833,62.5
762555-99999,27.969,-110.925,18.0
762560-99999,27.95,-110.767,12.0
762580-99999,27.483,-109.917,38.0
762861-99999,27.433,-99.567,141.0
762863-99999,27.444,-99.57,147.5
763050-99999,25.989,-111.348,10.4
763110-99999,26.733,-108.283,238.0
763230-99999,26.933,-105.667,1661.0
763420-99999,26.956,-101.47,568.1
763503-99999,26.009,-98.229,42.4
763615-99999,25.685,-109.081,4.9
763820-99999,25.568,-103.411,1124.1
763825-99999,25.533,-103.45,1150.0
763900-99999,25.367,-101.017,1790.0
763930-99999,25.733,-100.3,515.0
763940-99999,25.866,-100.237,449.9
763943-99999,25.778,-100.107,389.5
763993-99999,25.77,-97.525,7.6
764020-99999,25.0,-111.633,48.0
764050-99999,24.167,-110.3,18.0
764055-99999,24.073,-110.362,21.0
764056-99999,23.152,-109.721,114.0
764120-99999,24.765,-107.475,32.9
764125-99999,24.817,-107.4,53.0
764230-99999,24.05,-104.6,1872.0
764235-99999,24.124,-104.528,1860.5
764580-99999,23.2,-106.417,4.0
764593-99999,23.161,-106.266,11.6
764710-99999,23.633,-103.65,2351.0
764910-99999,23.742,-99.17,336.0
764915-99999,23.704,-98.957,232.0
764990-99999,23.767,-98.2,21.0
765255-99999,22.897,-102.687,2176.6
765390-99999,22.254,-100.931,1839.5
765480-99999,22.2,-97.85,25.0
765493-99999,22.296,-97.866,24.4
765560-99999,21.419,-104.843,920.5
765710-99999,21.705,-102.318,1862.9
765752-99999,21.067,-101.55,1829.0
765770-99999,21.0,-101.283,1999.0
765773-99999,20.983,-101.483,1815.4
765810-99999,21.933,-99.983,983.0
765850-99999,21.317,-98.817,132.0
765930-99999,21.3,-89.65,2.0
765950-99999,21.037,-86.877,6.1
766013-99999,20.68,-105.254,7.0
766127-99999,20.603,-97.461,151.5
766133-99999,20.522,-103.311,1528.9
766250-99999,20.617,-100.186,1919.0
766340-99999,20.083,-98.367,2181.0
766400-99999,20.95,-97.4,28.0
766440-99999,20.937,-89.658,11.6
766480-99999,20.522,-86.926,9.1
766534-99999,19.145,-104.559,9.1
766540-99999,19.05,-104.317,3.0
766546-99999,19.397,-102.039,1602.6
766580-99999,19.277,-103.577,751.9
766650-99999,19.7,-101.183,1913.0
766655-99999,19.85,-101.026,1838.9
766750-99999,19.283,-99.683,2720.0
766753-99999,19.337,-99.566,2580.4
766790-99999,19.433,-99.133,2235.0
766793-99999,19.436,-99.072,2229.9
766830-99999,19.317,-98.25,2248.0
766850-99999,19.158,-98.371,2243.6
766870-99999,19.55,-96.917,1389.0
766910-99999,19.2,-96.133,14.0
766913-99999,19.146,-96.187,27.4
766920-99999,19.15,-96.117,16.0
766950-99999,19.817,-90.5,10.4
767260-99999,18.835,-99.262,1303.6
767370-99999,18.85,-97.1,1259.0
767383-99999,18.103,-94.581,11.0
767410-99999,18.183,-94.5,16.0
767433-99999,17.983,-92.817,14.0
767441-99999,18.017,-92.95,33.0
767493-99999,18.654,-91.799,3.0
767500-99999,18.505,-88.327,11.9
767501-99999,20.641,-88.446,31.1
767584-99999,17.602,-101.461,7.9
767620-99999,17.55,-99.5,1265.0
767750-99999,17.05,-96.717,1518.0
767755-99999,17.0,-96.733,1520.6
768050-99999,16.75,-99.75,3.0
768056-99999,16.757,-99.754,4.0
768430-99999,16.75,-93.133,576.0
768450-99999,16.75,-92.633,2116.0
768480-99999,16.25,-92.133,1646.0
768485-99999,15.775,-96.263,141.4
768556-99999,15.877,-97.089,89.6
769030-99999,14.917,-92.25,118.0
769043-99999,14.794,-92.37,29.6
780160-13601,32.367,-64.683,5.5
780620-99999,26.559,-78.696,2.1
780730-99999,25.039,-77.466,4.9
782210-99999,21.835,-82.784,24.1
782240-99999,22.989,-82.409,64.0
782290-99999,23.034,-81.435,64.0
782440-99999,22.15,-80.414,31.1
782550-99999,21.42,-77.848,125.9
782560-99999,20.333,-77.117,60.0
782561-99999,22.461,-78.328,4.0
782623-99999,20.786,-76.315,110.0
782640-99999,19.97,-75.835,75.9
783150-99999,22.417,-83.683,37.0
783180-99999,22.917,-83.167,3.0
783210-99999,21.733,-82.767,32.0
783250-99999,23.167,-82.35,50.0
783330-99999,22.067,-81.033,5.0
783334-99999,21.616,-81.546,3.0
783460-99999,22.027,-78.79,102.1
783465-99999,22.492,-79.944,103.0
783490-99999,21.933,-79.45,97.0
783550-99999,21.4,-77.85,122.0
783580-99999,21.2,-76.617,13.0
783600-99999,19.85,-77.233,10.0
783670-11706,19.9,-75.15,39.9
783690-99999,20.25,-74.15,10.0
783830-99999,19.683,-79.883,6.0
783840-11813,19.3,-81.367,3.1
783841-99999,19.687,-79.883,2.4
783880-99999,18.504,-77.913,1.2
783970-99999,17.936,-76.788,3.0
784390-99999,18.58,-72.293,37.2
784570-99999,19.758,-70.57,4.6
784575-99999,19.267,-69.75,4.0
784600-99999,19.406,-70.605,172.2
784785-99999,18.451,-68.912,73.2
784790-99999,18.567,-68.363,14.3
784820-99999,18.251,-71.12,3.0
784850-99999,18.43,-69.669,18.0
784860-99999,18.433,-69.883,14.0
784865-99999,18.573,-69.986,29.9
785140-11603,18.495,-67.129,72.2
785140-99999,18.5,-67.133,72.0
785145-99999,18.25,-67.15,9.0
785201-99999,18.017,-66.567,9.0
785260-99999,18.417,-66.0,4.0
785350-11630,18.255,-65.641,10.1
785430-11640,18.336,-64.98,0.0
785470-11624,17.7,-64.813,16.8
785500-99999,18.445,-64.543,4.6
785830-99999,17.539,-88.308,4.6
786270-99999,15.317,-91.467,1901.0
786310-99999,15.469,-90.407,1322.5
786370-99999,15.731,-88.584,10.1
786372-99999,14.57,-89.35,965.0
786390-99999,14.521,-91.697,199.9
786410-99999,14.583,-90.527,1509.4
786445-99999,14.967,-89.533,190.8
786470-99999,13.936,-90.836,8.8
786475-99999,14.866,-91.502,2431.0
786500-99999,13.567,-89.833,15.0
786550-99999,13.97,-89.53,660.0
786630-99999,13.699,-89.12,616.0
786660-99999,13.441,-89.056,30.8
786700-99999,13.43,-88.12,80.0
787000-99999,13.283,-87.667,5.0
787030-99999,16.317,-86.523,5.5
787040-99999,15.93,-85.93,3.0
787050-99999,15.742,-86.853,14.9
787060-99999,15.776,-87.476,2.1
787070-99999,15.167,-87.117,670.0
787080-99999,15.453,-87.924,27.7
787110-99999,15.261,-83.781,8.0
787140-99999,14.9,-85.933,442.0
787170-99999,14.783,-88.783,1079.0
787180-99999,14.433,-89.2,626.0
787190-99999,14.333,-88.167,1100.0
787200-99999,14.061,-87.217,1004.0
787210-99999,14.383,-87.621,628.0
787240-99999,13.3,-87.183,48.0
787300-99999,14.047,-83.387,15.8
787330-99999,11.417,-85.833,53.0
787340-99999,13.083,-85.983,985.0
787350-99999,12.1,-85.367,90.0
787390-99999,12.633,-87.133,53.0
787410-99999,12.141,-86.168,59.1
787421-99999,21.774,-72.266,4.6
787450-99999,11.991,-83.774,6.1
787620-99999,9.994,-84.209,920.8
787625-99999,9.95,-84.133,1019.0
787670-99999,9.958,-83.022,2.1
787740-99999,10.593,-85.544,82.3
787838-99999,9.467,-82.517,5.0
787920-99999,9.071,-79.383,41.1
787930-99999,8.391,-82.435,27.1
787935-99999,9.341,-82.251,3.0
787950-99999,8.086,-80.945,82.9
788060-99999,8.917,-79.6,13.0
788067-99999,8.983,-79.517,13.0
788071-99999,8.967,-79.55,9.0
788078-99999,8.367,-80.117,32.0
788461-99999,18.205,-63.055,38.7
788570-99999,17.283,-62.733,9.0
788580-99999,17.311,-62.719,51.8
788590-99999,17.206,-62.59,4.3
788620-99999,17.137,-61.793,18.9
788660-99999,18.041,-63.109,4.3
788730-00400,17.498,-62.98,40.2
788970-00401,16.267,-61.6,8.2
788970-99999,16.265,-61.532,11.0
789050-99999,15.547,-61.3,22.3
789060-00403,15.333,-61.383,5.2
789250-00404,14.6,-61.0,7.0
789250-99999,14.591,-61.003,4.9
789460-99999,14.033,-61.017,55.0
789470-99999,14.02,-60.993,6.7
789480-99999,13.733,-60.953,4.3
789510-99999,13.144,-61.211,20.1
789540-99999,13.075,-59.492,51.5
789580-00409,12.0,-61.783,7.0
789613-00410,11.15,-60.833,12.2
789620-99999,11.15,-60.833,6.0
789700-99999,10.595,-61.337,17.7
789820-99999,12.501,-70.015,18.3
789880-00412,12.2,-68.967,9.1
789880-99999,12.189,-68.96,8.8
789900-99999,12.131,-68.269,6.1
800010-99999,12.584,-81.711,5.8
800090-99999,11.12,-74.231,6.7
800220-99999,10.442,-75.513,1.2
800280-99999,10.89,-74.781,29.9
800350-99999,11.526,-72.926,13.1
800910-99999,7.024,-73.807,125.6
800940-99999,7.127,-73.185,1187.8
800970-99999,7.928,-72.512,334.1
801100-99999,6.22,-75.591,1505.7
801120-99999,6.165,-75.423,2142.1
802100-99999,4.813,-75.74,1346.0
802140-99999,4.422,-75.133,949.1
802220-99999,4.702,-74.147,2548.4
802590-99999,3.543,-76.382,963.8
803150-99999,2.95,-75.294,446.2
803980-99999,-4.193,-69.943,84.4
804030-99999,11.415,-69.681,15.8
804070-99999,10.558,-71.728,71.6
804100-99999,10.043,-69.359,622.4
804120-99999,10.481,-68.073,9.8
804130-99999,10.25,-67.649,407.8
804150-99999,10.603,-66.991,71.6
804160-99999,10.485,-66.844,856.0
804190-99999,10.107,-64.689,7.9
804210-99999,10.917,-63.967,24.0
804230-99999,10.574,-62.313,12.8
804250-99999,9.817,-70.933,28.0
804260-99999,9.34,-70.584,627.9
804270-99999,9.553,-69.238,195.1
804280-99999,9.027,-69.755,184.7
804310-99999,9.907,-67.38,427.9
804350-99999,9.749,-63.153,68.3
804380-99999,8.582,-71.161,1526.1
804400-99999,8.62,-70.221,203.0
804403-99999,8.624,-71.673,69.2
804440-99999,8.122,-63.537,60.0
804470-99999,7.841,-72.44,399.9
804480-99999,7.211,-70.756,129.8
804500-99999,7.883,-67.444,46.9
804570-99999,5.62,-67.606,74.7
804720-99999,10.15,-67.928,430.1
810020-10502,6.499,-58.254,29.0
812000-99999,5.811,-55.191,10.0
812020-99999,5.95,-57.03,2.0
812250-99999,5.453,-55.188,18.0
814050-99999,4.82,-52.36,7.9
820170-99999,3.855,-51.797,19.2
820220-99999,2.846,-60.69,84.1
820300-99999,2.067,-50.85,10.0
820980-99999,0.051,-51.072,17.1
821070-99999,-0.117,-66.967,79.0
821110-99999,-3.039,-60.05,80.5
821930-99999,-1.379,-48.476,16.5
822440-99999,-2.422,-54.793,60.4
822810-99999,-2.585,-44.234,54.3
822880-99999,-2.894,-41.732,4.9
823170-99999,-3.383,-64.724,56.1
823320-99999,-3.146,-59.986,81.4
823366-99999,-10.292,-48.357,235.9
823610-99999,-3.786,-49.72,253.0
823980-99999,-3.776,-38.533,25.0
824000-99999,-3.855,-32.423,58.8
824110-99999,-4.256,-69.936,85.0
824440-99999,-4.242,-56.001,33.5
825620-99999,-5.369,-49.138,108.8
825640-99999,-5.531,-47.46,131.4
825670-99999,-6.118,-50.003,621.2
825790-99999,-5.06,-42.823,66.8
825910-99999,-5.202,-37.364,23.5
825990-99999,-5.911,-35.248,51.5
825991-99999,-26.88,-48.651,5.5
827040-99999,-7.6,-72.769,194.2
827980-99999,-7.1,-34.867,7.0
827981-99999,-26.224,-48.797,4.6
828240-99999,-8.709,-63.902,89.6
828610-99999,-8.348,-49.302,199.0
828990-99999,-8.126,-34.924,10.1
829170-99999,-9.869,-67.894,193.2
829300-99999,-9.334,-54.965,537.1
829650-99999,-9.866,-56.106,288.6
829840-99999,-9.362,-40.569,385.0
829930-99999,-9.511,-35.792,118.0
830630-99999,-10.719,-48.4,265.2
830750-99999,-23.432,-46.47,749.5
830950-99999,-10.984,-37.07,7.0
831110-99999,-22.983,-43.367,3.0
832080-99999,-12.694,-60.098,615.1
832480-99999,-12.911,-38.331,19.5
832890-99999,-13.267,-43.417,441.0
833490-99999,-14.816,-39.033,4.6
833590-99999,-15.861,-52.389,349.6
833620-99999,-15.653,-56.117,188.1
833780-99999,-15.863,-47.913,1060.4
834190-99999,-16.229,-48.964,1136.3
834240-99999,-16.632,-49.221,746.8
834370-99999,-16.707,-43.819,667.8
834600-99999,-16.439,-39.081,51.2
834970-99999,-17.652,-39.253,11.0
835250-99999,-18.883,-48.22,943.0
835520-99999,-19.012,-57.673,140.5
835760-99999,-19.765,-47.965,809.2
835830-99999,-19.851,-43.951,789.1
835870-99999,-19.634,-43.969,827.5
835880-99999,-19.65,-43.883,852.0
836120-99999,-20.469,-54.673,558.7
836490-99999,-20.258,-40.286,3.4
836520-99999,-21.134,-47.774,549.2
836710-99999,-21.985,-47.335,599.8
836728-99999,-10.786,-65.285,145.7
836890-99999,-21.267,-43.761,1114.7
837030-99999,-22.55,-55.703,657.1
837080-99999,-22.792,-45.205,536.8
837160-99999,-22.175,-51.425,450.2
837210-99999,-23.007,-47.135,661.4
837220-99999,-22.345,-49.054,617.2
837410-99999,-22.932,-43.719,3.0
837460-99999,-22.809,-43.244,8.5
837480-99999,-22.875,-43.385,33.5
837550-99999,-22.91,-43.163,3.4
837590-99999,-22.813,-42.093,18.6
837670-99999,-23.476,-52.016,545.0
837680-99999,-23.334,-51.13,569.1
837780-99999,-22.922,-42.074,4.3
837790-99999,-23.509,-46.638,721.8
837800-99999,-23.627,-46.655,801.9
837840-99999,-23.017,-45.567,577.0
838093-99999,-23.229,-45.862,646.2
838180-99999,-23.925,-46.288,3.0
838270-99999,-25.596,-54.487,239.9
838400-99999,-25.528,-49.176,910.7
838830-99999,-27.117,-52.617,679.0
838990-99999,-27.67,-48.547,6.1
839280-99999,-29.782,-57.038,78.0
839370-99999,-29.711,-53.688,87.5
839710-99999,-29.994,-51.171,3.4
839810-99999,-31.391,-54.112,182.9
839850-99999,-31.718,-52.328,18.0
840010-99999,-0.454,-90.266,63.1
840710-99999,-0.141,-78.488,2812.7
841170-99999,-0.95,-80.683,14.6
841230-99999,-0.907,-78.616,2805.7
842030-99999,-2.157,-79.884,5.8
843700-99999,-3.553,-80.381,35.1
843770-99999,-3.785,-73.309,93.3
843900-99999,-4.577,-81.254,86.0
844010-99999,-5.206,-80.616,35.4
844250-99999,-5.894,-76.118,178.9
844350-99999,-6.033,-76.967,833.0
844520-99999,-6.787,-79.828,29.6
844550-99999,-6.509,-76.373,274.3
844720-99999,-7.139,-78.489,2676.4
845010-99999,-8.081,-79.109,32.3
845150-99999,-8.378,-74.574,156.4
845340-99999,-9.133,-75.95,665.0
846280-99999,-12.022,-77.114,34.4
846580-99999,-12.614,-69.229,200.9
846730-99999,-13.155,-74.204,2717.9
846770-99999,-13.267,-70.667,634.0
846860-99999,-13.536,-71.939,3310.1
846880-99999,-13.706,-73.35,3444.2
846910-99999,-13.745,-76.22,11.9
847210-99999,-15.383,-75.167,60.0
847350-99999,-15.467,-70.158,3825.8
847520-99999,-16.341,-71.583,2561.8
847820-99999,-18.053,-70.276,468.8
850410-99999,-11.04,-68.783,271.9
850430-99999,-11.017,-66.117,135.0
851140-99999,-13.333,-64.15,141.0
851230-99999,-13.762,-65.435,143.9
851400-99999,-14.3,-67.367,280.0
851410-99999,-14.483,-67.483,202.0
851540-99999,-14.819,-64.918,155.1
852010-99999,-16.513,-68.192,4061.5
852070-99999,-16.401,-61.045,450.0
852230-99999,-17.421,-66.177,2548.1
852420-99999,-17.963,-67.076,3702.1
852440-99999,-17.645,-63.135,373.4
852450-99999,-17.812,-63.171,417.9
852680-99999,-18.317,-59.75,284.0
852830-99999,-19.007,-65.289,2903.8
852930-99999,-19.543,-65.724,3935.9
853150-99999,-20.05,-63.567,792.0
853450-99999,-21.255,-63.406,398.1
853640-99999,-21.556,-64.701,1854.4
853650-99999,-21.961,-63.652,645.0
854060-99999,-18.349,-70.339,50.9
854180-99999,-20.535,-70.181,47.2
854320-99999,-22.5,-68.9,2320.0
854420-99999,-23.444,-70.445,138.7
854590-99999,-40.611,-73.061,57.0
854670-99999,-27.25,-70.77,204.0
854690-99999,-27.165,-109.422,69.2
854700-99999,-27.296,-70.414,298.0
854860-99999,-28.596,-70.756,525.8
854880-99999,-29.916,-71.2,146.6
855740-99999,-33.393,-70.786,474.0
855770-99999,-33.433,-70.683,520.0
855850-99999,-33.633,-78.833,29.0
855860-99999,-33.65,-71.617,75.0
856290-99999,-34.967,-71.217,242.0
856820-99999,-36.773,-73.063,7.9
857430-99999,-38.767,-72.637,92.7
857660-99999,-39.65,-73.086,18.0
857990-99999,-41.439,-73.094,89.6
858740-99999,-45.916,-71.689,524.9
859210-99999,-51.671,-72.528,66.1
859211-99999,-22.498,-68.904,2299.1
859340-99999,-53.003,-70.855,42.4
860110-99999,-19.533,-59.367,150.0
860680-99999,-22.045,-60.622,168.6
860970-99999,-22.64,-55.833,563.0
861280-99999,-23.5,-58.783,99.0
861340-99999,-23.442,-57.427,77.1
861700-99999,-24.742,-58.836,86.0
861850-99999,-24.029,-57.023,80.0
861920-99999,-24.665,-56.457,192.0
862100-99999,-24.033,-54.35,265.0
862180-99999,-25.24,-57.519,89.0
862183-99999,-25.45,-54.833,264.0
862330-99999,-25.754,-56.438,161.0
862550-99999,-26.85,-58.317,56.0
862600-99999,-26.667,-57.15,126.0
862680-99999,-26.183,-56.367,140.0
862850-99999,-26.833,-55.333,263.0
862970-99999,-27.317,-55.833,91.0
863150-99999,-30.267,-57.583,53.0
863300-99999,-30.401,-56.508,128.0
863500-99999,-30.975,-55.476,223.0
863600-99999,-31.433,-57.983,57.0
863700-99999,-31.749,-55.926,138.0
864300-99999,-32.365,-58.061,55.0
864400-99999,-32.338,-54.217,114.0
864600-99999,-32.8,-56.517,75.0
864900-99999,-33.25,-58.067,22.0
865000-99999,-33.217,-54.383,46.0
865300-99999,-33.359,-56.499,93.0
865450-99999,-34.083,-56.233,68.0
865600-99999,-34.456,-57.771,21.0
865650-99999,-34.483,-54.3,18.0
865750-99999,-34.789,-56.265,53.0
865800-99999,-34.838,-56.031,32.0
865823-99999,-34.855,-55.094,29.0
865860-99999,-34.867,-55.1,35.0
868910-99999,-22.343,-41.766,2.4
870160-99999,-23.153,-64.329,356.0
870220-99999,-22.62,-63.794,449.0
870460-99999,-24.393,-65.098,920.2
870470-99999,-24.856,-65.486,1246.0
870780-99999,-24.721,-60.549,129.8
870970-99999,-25.737,-54.473,279.2
871200-99999,-26.833,-65.2,422.0
871210-99999,-26.841,-65.105,455.7
871290-99999,-27.766,-64.31,199.9
871490-99999,-26.757,-60.493,93.6
871550-99999,-27.45,-59.056,52.7
871620-99999,-26.213,-58.228,59.1
871660-99999,-27.446,-58.762,61.9
871780-99999,-27.386,-55.971,131.1
872170-99999,-29.382,-66.796,437.7
872220-99999,-28.596,-65.752,463.9
872440-99999,-29.9,-63.683,341.0
872570-99999,-29.883,-61.95,88.0
872700-99999,-29.183,-59.7,48.0
872860-99999,-29.771,-57.979,70.1
872890-99999,-29.689,-57.152,70.1
873110-99999,-31.571,-68.418,597.1
873200-99999,-30.367,-66.283,467.0
873280-99999,-31.945,-65.146,583.7
873440-99999,-31.324,-64.208,488.9
873490-99999,-31.667,-63.883,338.0
873710-99999,-31.712,-60.812,17.1
873740-99999,-31.795,-60.48,74.1
873930-99999,-30.272,-57.64,53.0
873950-99999,-31.297,-57.997,34.1
874160-99999,-33.083,-68.417,653.0
874180-99999,-32.832,-68.793,704.1
874360-99999,-33.273,-66.356,709.9
874480-99999,-33.73,-65.387,484.9
874530-99999,-33.085,-64.261,420.9
874670-99999,-32.684,-62.158,110.0
874800-99999,-32.904,-60.785,25.9
874970-99999,-33.01,-58.613,22.9
875060-99999,-35.494,-69.574,1430.1
875090-99999,-34.588,-68.403,752.9
875320-99999,-35.696,-63.758,139.9
875340-99999,-34.135,-63.362,136.9
875440-99999,-35.845,-61.858,85.0
875480-99999,-34.546,-60.931,79.9
875530-99999,-34.453,-58.59,3.0
875680-99999,-34.501,-58.604,5.0
875760-99999,-34.822,-58.536,20.4
875820-99999,-34.559,-58.416,5.5
875850-99999,-34.583,-58.483,25.0
875930-99999,-34.972,-57.895,21.9
875960-99999,-35.367,-57.283,16.0
876230-99999,-36.588,-64.276,192.0
876400-99999,-36.2,-61.067,94.0
876410-99999,-36.833,-59.883,146.0
876450-99999,-37.237,-59.228,175.0
876480-99999,-36.35,-57.733,9.0
876880-99999,-38.387,-60.33,121.9
876920-99999,-37.934,-57.573,21.6
877150-99999,-38.949,-68.156,272.8
877500-99999,-38.725,-62.169,75.0
877650-99999,-41.151,-71.158,846.1
877840-99999,-40.757,-65.031,20.0
877910-99999,-40.869,-63.0,6.1
878030-99999,-42.908,-71.139,798.9
878280-99999,-43.211,-65.27,43.0
878600-99999,-45.785,-67.466,57.9
879040-99999,-50.267,-72.05,199.0
879090-99999,-49.307,-67.803,57.9
879250-99999,-51.609,-69.313,18.6
879340-99999,-53.778,-67.749,19.8
879380-99999,-54.843,-68.296,21.6
888780-99999,-51.317,-59.6,16.0
888830-99999,-51.9,-60.917,17.0
888890-99999,-51.823,-58.447,74.4
888970-99999,-52.433,-59.083,15.0
889000-99999,-54.0,-38.05,2.0
889030-99999,-54.283,-36.5,3.0
889630-99999,-63.4,-56.983,24.0
889680-99999,-60.733,-44.733,8.0
890020-99999,-70.667,-8.25,50.0
890040-99999,-71.7,-2.8,817.0
890220-99999,-75.61,-26.272,30.0
890340-99999,-77.867,-34.617,256.0
890530-99999,-62.233,-58.633,11.0
890550-99999,-64.233,-56.717,208.0
890560-99999,-62.183,-58.983,48.0
890570-99999,-62.5,-59.683,5.0
890590-99999,-63.317,-56.683,10.0
890630-99999,-65.25,-64.267,11.0
890660-99999,-68.117,-67.133,7.0
891080-99999,-89.0,-1.017,2755.0
892570-99999,-75.867,-59.15,40.0
892620-99999,-67.017,-61.467,45.0
892660-99999,-72.2,-60.167,115.0
892720-99999,-74.8,-71.483,1589.0
893140-99999,-84.6,-115.817,1463.0
893240-99999,-80.0,-119.4,1530.0
893270-99999,-73.2,-127.05,230.0
893320-99999,-82.617,-137.083,549.0
893450-99999,-81.65,-148.783,620.0
893760-99999,-79.983,-178.6,55.0
893770-99999,-82.517,-174.45,55.0
895040-99999,-72.017,2.533,1277.0
895320-99999,-69.0,39.583,21.0
895640-99999,-67.6,62.867,16.0
895710-99999,-68.583,77.967,23.0
895770-99999,-80.37,77.37,4084.0
895780-99999,-76.42,77.02,2830.0
896110-99999,-66.283,110.533,42.0
896140-99999,-66.7,111.5,727.0
896420-99999,-66.667,140.017,43.0
896590-99999,-73.633,160.65,1924.0
896610-99999,-73.517,169.75,568.0
896620-99999,-74.7,164.1,92.0
896640-99999,-77.85,166.667,24.0
896660-99999,-76.717,162.967,150.0
896670-99999,-77.95,166.5,10.0
897440-99999,-74.017,43.05,3353.0
897670-99999,-70.9,69.867,84.0
897690-99999,-78.467,168.383,50.0
897990-99999,-89.0,89.667,2935.0
898110-99999,-66.733,112.833,1368.0
898280-99999,-75.117,123.367,3250.0
898340-99999,-67.4,138.733,1560.0
898640-99999,-74.95,163.683,80.0
898660-99999,-77.433,163.75,84.0
898680-99999,-79.9,169.983,60.0
898690-99999,-79.95,165.117,75.0
898720-99999,-77.9,170.817,45.0
898730-99999,-83.133,174.167,60.0
898790-99999,-71.883,171.2,30.0
910660-22701,28.2,-177.383,5.5
911620-22501,22.034,-159.783,4.7
911650-22536,21.98,-159.339,31.9
911700-22508,21.487,-158.028,257.9
911760-22519,21.45,-157.768,7.3
911820-22521,21.324,-157.939,1.9
911860-99999,21.15,-157.1,137.0
911900-22516,20.889,-156.435,14.0
911904-22552,20.963,-156.675,73.2
911905-22524,20.79,-156.949,396.2
911905-99999,20.783,-156.95,399.0
911975-99999,19.733,-156.033,14.0
911977-21508,19.76,-155.554,1798.3
911977-99999,19.75,-155.55,1887.0
912120-41415,13.483,144.8,77.4
912180-99999,13.567,144.917,162.0
912210-41419,14.172,145.243,179.2
912310-41420,14.999,145.621,82.6
912320-41408,15.117,145.733,4.0
912320-41418,15.117,145.717,65.5
912333-41420,14.999,145.621,82.6
912450-41606,19.283,166.65,3.7
912500-99999,11.35,162.35,5.0
912750-21603,16.733,-169.533,3.1
912850-21504,19.719,-155.049,8.8
913340-40505,7.467,151.85,1.5
913480-99999,6.985,158.209,3.0
913560-00493,5.354,162.953,2.1
913660-40604,8.733,167.733,2.1
913691-99999,7.083,171.133,4.0
914080-40309,7.333,134.483,33.2
914130-40308,9.483,138.083,13.4
915030-99999,-8.328,157.263,3.0
915070-99999,-8.783,160.733,11.0
915170-99999,-9.417,159.967,56.0
915200-99999,-9.428,160.055,8.5
915410-99999,-10.7,165.8,24.0
